LEXICALUNIT	TOTALCORPUS1	TOTALCORPUS2	FILEDETAILS	LEXPOSPATTERNSC1	LEXPOSPATTERNSC2	POSPATTERNSC1	POSPATTERNSC2	SIMILARITY
poêler_VER	32	36	./results/poêler_VER.1987-1988.2005-2006.patterns.d3.csv	33	37	55	46	0.848067484245
cancérologue_NOM	42	40	./results/cancérologue_NOM.1987-1988.2005-2006.patterns.d3.csv	42	40	62	44	0.499648942734
dépeindre_VER	202	302	./results/dépeindre_VER.1987-1988.2005-2006.patterns.d3.csv	178	266	269	313	0.907974491455
sentencieusement_ADV	7	4	./results/sentencieusement_ADV.1987-1988.2005-2006.patterns.d3.csv	0	0	0	0	0
établi_ADJ	1691	1316	./results/établi_ADJ.1987-1988.2005-2006.patterns.d3.csv	68	53	72	43	0.846062206765
élémentaire_ADJ	483	275	./results/élémentaire_ADJ.1987-1988.2005-2006.patterns.d3.csv	483	277	290	223	0.979334238734
insoucieux_ADJ	9	6	./results/insoucieux_ADJ.1987-1988.2005-2006.patterns.d3.csv	8	6	18	9	0.73493091974
conifère_NOM	13	21	./results/conifère_NOM.1987-1988.2005-2006.patterns.d3.csv	13	20	17	20	0.808489776537
étagement_NOM	6	8	./results/étagement_NOM.1987-1988.2005-2006.patterns.d3.csv	6	8	13	15	0.385077023108
fuselé_ADJ	5	9	./results/fuselé_ADJ.1987-1988.2005-2006.patterns.d3.csv	4	7	6	7	0.720023041106
facteur-clé_NOM	1	11	./results/facteur-clé_NOM.1987-1988.2005-2006.patterns.d3.csv	1	11	1	16	0.0
fonder_VER	3683	3339	./results/fonder_VER.1987-1988.2005-2006.patterns.d3.csv	3249	2976	1751	1531	0.996132170891
phosphorescent_ADJ	10	11	./results/phosphorescent_ADJ.1987-1988.2005-2006.patterns.d3.csv	10	11	15	26	0.22086305215
dérouté_ADJ	45	31	./results/dérouté_ADJ.1987-1988.2005-2006.patterns.d3.csv	6	7	11	3	0.0
bonnement_ADV	152	33	./results/bonnement_ADV.1987-1988.2005-2006.patterns.d3.csv	0	0	0	0	0
grisâtre_ADJ	30	20	./results/grisâtre_ADJ.1987-1988.2005-2006.patterns.d3.csv	30	20	41	24	0.396202907847
rejaillir_VER	48	46	./results/rejaillir_VER.1987-1988.2005-2006.patterns.d3.csv	48	26	91	54	0.864885729795
courtier_NOM	223	393	./results/courtier_NOM.1987-1988.2005-2006.patterns.d3.csv	228	399	247	339	0.922699833633
heideggerienne_ADJ	11	2	./results/heideggerienne_ADJ.1987-1988.2005-2006.patterns.d3.csv	10	2	19	6	0.0
mauresque_ADJ	15	14	./results/mauresque_ADJ.1987-1988.2005-2006.patterns.d3.csv	13	9	16	23	0.606478434863
scanner_NOM	75	119	./results/scanner_NOM.1987-1988.2005-2006.patterns.d3.csv	65	75	82	97	0.914536574251
duettiste_NOM	30	20	./results/duettiste_NOM.1987-1988.2005-2006.patterns.d3.csv	30	19	39	23	0.748190055927
aménagement_NOM	2189	1100	./results/aménagement_NOM.1987-1988.2005-2006.patterns.d3.csv	2256	1108	655	528	0.990209566023
informationnel_ADJ	10	7	./results/informationnel_ADJ.1987-1988.2005-2006.patterns.d3.csv	9	7	13	11	0.359425378724
vitré_ADJ	83	86	./results/vitré_ADJ.1987-1988.2005-2006.patterns.d3.csv	54	54	61	81	0.902872219734
bègue_NOM	27	10	./results/bègue_NOM.1987-1988.2005-2006.patterns.d3.csv	13	1	28	2	0.0
discrimination_NOM	468	1522	./results/discrimination_NOM.1987-1988.2005-2006.patterns.d3.csv	464	1545	404	656	0.950193296801
concurrent_ADJ	2869	2189	./results/concurrent_ADJ.1987-1988.2005-2006.patterns.d3.csv	512	393	340	282	0.976095841926
radio-télévision_NOM	182	112	./results/radio-télévision_NOM.1987-1988.2005-2006.patterns.d3.csv	121	26	114	27	0.844648679508
organiciste_ADJ	8	3	./results/organiciste_ADJ.1987-1988.2005-2006.patterns.d3.csv	8	3	8	2	0.0
pris_ADJ	11379	9445	./results/pris_ADJ.1987-1988.2005-2006.patterns.d3.csv	243	128	223	136	0.922120362446
prosodie_NOM	15	12	./results/prosodie_NOM.1987-1988.2005-2006.patterns.d3.csv	15	12	18	21	0.660578259076
lifter_VER	17	4	./results/lifter_VER.1987-1988.2005-2006.patterns.d3.csv	17	4	22	3	0.19245008973
réajustement_NOM	231	33	./results/réajustement_NOM.1987-1988.2005-2006.patterns.d3.csv	231	33	246	60	0.77531362587
sous-marin_ADJ	612	388	./results/sous-marin_ADJ.1987-1988.2005-2006.patterns.d3.csv	74	71	120	113	0.75535517296
tuner_NOM	8	11	./results/tuner_NOM.1987-1988.2005-2006.patterns.d3.csv	6	10	5	18	0.119522860933
guerre-là_NOM	4	7	./results/guerre-là_NOM.1987-1988.2005-2006.patterns.d3.csv	4	7	6	10	0.787043797454
tournoiement_NOM	8	4	./results/tournoiement_NOM.1987-1988.2005-2006.patterns.d3.csv	8	4	13	9	0.0533760512684
négrillon_NOM	6	7	./results/négrillon_NOM.1987-1988.2005-2006.patterns.d3.csv	6	7	10	10	0.0
régal_NOM	70	53	./results/régal_NOM.1987-1988.2005-2006.patterns.d3.csv	70	53	69	48	0.9051155932
colis_NOM	166	101	./results/colis_NOM.1987-1988.2005-2006.patterns.d3.csv	170	102	222	126	0.889668402379
redingote_NOM	41	45	./results/redingote_NOM.1987-1988.2005-2006.patterns.d3.csv	41	44	61	47	0.833401827422
esclavagiste_NOM	34	62	./results/esclavagiste_NOM.1987-1988.2005-2006.patterns.d3.csv	6	14	6	20	0.630126037813
maxima_NOM	14	12	./results/maxima_NOM.1987-1988.2005-2006.patterns.d3.csv	11	3	19	9	0.0
commentaire_NOM	1946	1636	./results/commentaire_NOM.1987-1988.2005-2006.patterns.d3.csv	1933	1624	836	732	0.986275762599
buzz_NOM	2	56	./results/buzz_NOM.1987-1988.2005-2006.patterns.d3.csv	0	27	0	16	0
compliquer_VER	963	1045	./results/compliquer_VER.1987-1988.2005-2006.patterns.d3.csv	965	1049	557	524	0.965141402135
achoppement_NOM	46	56	./results/achoppement_NOM.1987-1988.2005-2006.patterns.d3.csv	46	56	58	67	0.959698674617
format_NOM	614	882	./results/format_NOM.1987-1988.2005-2006.patterns.d3.csv	628	893	418	586	0.971996338037
frustrant_ADJ	58	78	./results/frustrant_ADJ.1987-1988.2005-2006.patterns.d3.csv	51	70	46	65	0.945241149267
libéré_ADJ	1144	702	./results/libéré_ADJ.1987-1988.2005-2006.patterns.d3.csv	244	144	165	88	0.961067226154
pas-de-porte_NOM	9	5	./results/pas-de-porte_NOM.1987-1988.2005-2006.patterns.d3.csv	9	5	6	13	0.0
primaire_ADJ	1307	959	./results/primaire_ADJ.1987-1988.2005-2006.patterns.d3.csv	804	530	329	284	0.969508934062
hier_NOM	1514	1002	./results/hier_NOM.1987-1988.2005-2006.patterns.d3.csv	279	211	142	110	0.987920996643
carbonique_ADJ	91	130	./results/carbonique_ADJ.1987-1988.2005-2006.patterns.d3.csv	98	131	84	105	0.965693583819
patauger_VER	69	27	./results/patauger_VER.1987-1988.2005-2006.patterns.d3.csv	69	27	108	57	0.726974896311
boiter_VER	36	6	./results/boiter_VER.1987-1988.2005-2006.patterns.d3.csv	36	6	54	16	0.217732421581
vaillance_NOM	29	18	./results/vaillance_NOM.1987-1988.2005-2006.patterns.d3.csv	27	18	48	23	0.778176558218
difficile_ADJ	7614	6014	./results/difficile_ADJ.1987-1988.2005-2006.patterns.d3.csv	7613	5928	1128	946	0.99634838202
foudre_NOM	305	224	./results/foudre_NOM.1987-1988.2005-2006.patterns.d3.csv	307	221	275	193	0.971904957579
pur_ADJ	2254	1460	./results/pur_ADJ.1987-1988.2005-2006.patterns.d3.csv	2240	1427	592	502	0.990409659204
soufflé_ADJ	215	146	./results/soufflé_ADJ.1987-1988.2005-2006.patterns.d3.csv	35	13	38	20	0.578990076078
biologiquement_ADV	14	12	./results/biologiquement_ADV.1987-1988.2005-2006.patterns.d3.csv	0	0	0	0	0
démarque_NOM	44	81	./results/démarque_NOM.1987-1988.2005-2006.patterns.d3.csv	6	12	4	21	0.166666666667
simpliste_ADJ	182	157	./results/simpliste_ADJ.1987-1988.2005-2006.patterns.d3.csv	184	157	170	143	0.904718854975
suiveur_ADJ	53	35	./results/suiveur_ADJ.1987-1988.2005-2006.patterns.d3.csv	16	5	19	7	0.0389249472081
gregaria_VER	12	0	./results/gregaria_VER.1987-1988.2005-2006.patterns.d3.csv	12	0	0	0	0
fabricant_NOM	1187	1198	./results/fabricant_NOM.1987-1988.2005-2006.patterns.d3.csv	1197	1219	609	591	0.977859036171
doute_NOM	12984	7763	./results/doute_NOM.1987-1988.2005-2006.patterns.d3.csv	12699	7498	1386	1251	0.99742709815
réactif_NOM	30	139	./results/réactif_NOM.1987-1988.2005-2006.patterns.d3.csv	14	3	35	11	0.070417879022
co-président_NOM	5	7	./results/co-président_NOM.1987-1988.2005-2006.patterns.d3.csv	5	6	7	8	0.708333333333
programmer_VER	997	1322	./results/programmer_VER.1987-1988.2005-2006.patterns.d3.csv	998	1327	682	719	0.982325521606
loue_NOM	114	132	./results/loue_NOM.1987-1988.2005-2006.patterns.d3.csv	13	11	8	8	0.520265981714
sujétion_NOM	39	21	./results/sujétion_NOM.1987-1988.2005-2006.patterns.d3.csv	39	21	73	25	0.707933969083
formol_NOM	12	8	./results/formol_NOM.1987-1988.2005-2006.patterns.d3.csv	13	8	25	18	0.650437127605
patate_NOM	33	66	./results/patate_NOM.1987-1988.2005-2006.patterns.d3.csv	33	63	41	77	0.856954195818
jeûne_NOM	86	90	./results/jeûne_NOM.1987-1988.2005-2006.patterns.d3.csv	86	86	93	96	0.951408231227
motocyclisme_NOM	37	2	./results/motocyclisme_NOM.1987-1988.2005-2006.patterns.d3.csv	32	2	12	6	0.222717701594
chanteur_NOM	1399	2542	./results/chanteur_NOM.1987-1988.2005-2006.patterns.d3.csv	1395	2540	775	991	0.985893612673
misérabiliste_ADJ	19	14	./results/misérabiliste_ADJ.1987-1988.2005-2006.patterns.d3.csv	19	11	25	22	0.413826499776
graduel_ADJ	73	88	./results/graduel_ADJ.1987-1988.2005-2006.patterns.d3.csv	75	88	64	102	0.909213821403
contraction_NOM	233	107	./results/contraction_NOM.1987-1988.2005-2006.patterns.d3.csv	230	106	220	97	0.925530264253
ballot_NOM	24	14	./results/ballot_NOM.1987-1988.2005-2006.patterns.d3.csv	19	11	27	20	0.741249316661
moirer_VER	9	7	./results/moirer_VER.1987-1988.2005-2006.patterns.d3.csv	9	7	17	12	0.210818510678
sciatique_NOM	8	8	./results/sciatique_NOM.1987-1988.2005-2006.patterns.d3.csv	8	5	14	7	0.0
ope_NOM	66	21	./results/ope_NOM.1987-1988.2005-2006.patterns.d3.csv	13	3	32	3	0.178647400253
inné_ADJ	81	61	./results/inné_ADJ.1987-1988.2005-2006.patterns.d3.csv	81	60	93	68	0.785676879657
corrosif_ADJ	48	71	./results/corrosif_ADJ.1987-1988.2005-2006.patterns.d3.csv	48	70	51	64	0.850854353927
mis_ADJ	10669	10436	./results/mis_ADJ.1987-1988.2005-2006.patterns.d3.csv	17	23	35	37	0.316532153195
herbacé_ADJ	4	8	./results/herbacé_ADJ.1987-1988.2005-2006.patterns.d3.csv	4	8	9	13	0.0629940788349
sans-emploi_NOM	60	35	./results/sans-emploi_NOM.1987-1988.2005-2006.patterns.d3.csv	60	34	62	65	0.930826160681
logorrhée_NOM	20	23	./results/logorrhée_NOM.1987-1988.2005-2006.patterns.d3.csv	20	24	40	37	0.334841054268
flotteur_NOM	26	21	./results/flotteur_NOM.1987-1988.2005-2006.patterns.d3.csv	26	22	48	33	0.572579604893
chantre_NOM	155	141	./results/chantre_NOM.1987-1988.2005-2006.patterns.d3.csv	155	135	150	111	0.957621484707
too_NOM	54	22	./results/too_NOM.1987-1988.2005-2006.patterns.d3.csv	7	4	7	7	0.0975900072949
shabbat_NOM	3	25	./results/shabbat_NOM.1987-1988.2005-2006.patterns.d3.csv	2	24	6	34	0.0
pope_NOM	33	38	./results/pope_NOM.1987-1988.2005-2006.patterns.d3.csv	23	24	31	22	0.542046522902
soviéto-américain_ADJ	103	2	./results/soviéto-américain_ADJ.1987-1988.2005-2006.patterns.d3.csv	103	2	101	5	0.259460558486
assortiment_NOM	18	32	./results/assortiment_NOM.1987-1988.2005-2006.patterns.d3.csv	18	32	39	54	0.835074296913
viral_ADJ	70	179	./results/viral_ADJ.1987-1988.2005-2006.patterns.d3.csv	70	177	75	197	0.951143420457
départager_VER	107	128	./results/départager_VER.1987-1988.2005-2006.patterns.d3.csv	108	128	149	182	0.864199209221
terril_NOM	14	13	./results/terril_NOM.1987-1988.2005-2006.patterns.d3.csv	14	13	18	23	0.383973823894
tamponner_VER	31	14	./results/tamponner_VER.1987-1988.2005-2006.patterns.d3.csv	31	14	50	22	0.09583148475
musclé_NOM	223	139	./results/musclé_NOM.1987-1988.2005-2006.patterns.d3.csv	14	10	20	13	0.109985336266
acéphale_ADJ	3	10	./results/acéphale_ADJ.1987-1988.2005-2006.patterns.d3.csv	0	10	0	11	0
bouillonner_VER	61	59	./results/bouillonner_VER.1987-1988.2005-2006.patterns.d3.csv	62	59	65	85	0.878836769198
hétérogène_ADJ	139	148	./results/hétérogène_ADJ.1987-1988.2005-2006.patterns.d3.csv	139	146	122	113	0.869471131287
pat_NOM	162	138	./results/pat_NOM.1987-1988.2005-2006.patterns.d3.csv	17	29	14	25	0.835310013143
déport_NOM	13	1	./results/déport_NOM.1987-1988.2005-2006.patterns.d3.csv	13	1	19	1	0.0
amande_NOM	44	52	./results/amande_NOM.1987-1988.2005-2006.patterns.d3.csv	44	52	42	46	0.916992106971
promo_NOM	24	41	./results/promo_NOM.1987-1988.2005-2006.patterns.d3.csv	12	40	9	54	0.720639741776
ammoniaque_NOM	4	8	./results/ammoniaque_NOM.1987-1988.2005-2006.patterns.d3.csv	4	8	8	10	0.643119694284
mieux-vivre_NOM	11	4	./results/mieux-vivre_NOM.1987-1988.2005-2006.patterns.d3.csv	9	4	11	4	0.0
tâche_NOM	2988	1651	./results/tâche_NOM.1987-1988.2005-2006.patterns.d3.csv	2947	1635	1114	898	0.986410895347
hublot_NOM	35	45	./results/hublot_NOM.1987-1988.2005-2006.patterns.d3.csv	30	42	59	59	0.789749683781
plastronner_VER	17	3	./results/plastronner_VER.1987-1988.2005-2006.patterns.d3.csv	17	3	25	6	0.4
entreprenant_ADJ	159	63	./results/entreprenant_ADJ.1987-1988.2005-2006.patterns.d3.csv	133	50	103	65	0.423080495175
arabesque_ADJ	75	50	./results/arabesque_ADJ.1987-1988.2005-2006.patterns.d3.csv	20	11	29	18	0.250313087161
ablution_NOM	8	8	./results/ablution_NOM.1987-1988.2005-2006.patterns.d3.csv	8	8	20	16	0.20751433916
restant_NOM	1018	696	./results/restant_NOM.1987-1988.2005-2006.patterns.d3.csv	191	137	150	150	0.883414034158
égoutter_VER	4	13	./results/égoutter_VER.1987-1988.2005-2006.patterns.d3.csv	4	13	10	11	0.444500444501
pavement_NOM	6	6	./results/pavement_NOM.1987-1988.2005-2006.patterns.d3.csv	6	6	11	11	0.0
quérir_VER	14	5	./results/quérir_VER.1987-1988.2005-2006.patterns.d3.csv	14	3	30	7	0.559016994375
mot_NOM	8260	6751	./results/mot_NOM.1987-1988.2005-2006.patterns.d3.csv	8455	6869	1734	1629	0.992473680606
anti-impérialiste_ADJ	27	40	./results/anti-impérialiste_ADJ.1987-1988.2005-2006.patterns.d3.csv	26	34	21	29	0.634022958309
fort_ADJ	15157	11728	./results/fort_ADJ.1987-1988.2005-2006.patterns.d3.csv	11311	9934	1538	1370	0.996039788559
géomètre_NOM	64	26	./results/géomètre_NOM.1987-1988.2005-2006.patterns.d3.csv	61	24	46	25	0.737820536487
syntaxe_NOM	66	61	./results/syntaxe_NOM.1987-1988.2005-2006.patterns.d3.csv	65	62	56	51	0.905885148849
indisponible_ADJ	24	38	./results/indisponible_ADJ.1987-1988.2005-2006.patterns.d3.csv	22	34	21	30	0.82969026496
charlatanisme_NOM	12	5	./results/charlatanisme_NOM.1987-1988.2005-2006.patterns.d3.csv	12	5	19	3	0.0
réjouir_VER	1045	1149	./results/réjouir_VER.1987-1988.2005-2006.patterns.d3.csv	1051	1151	532	473	0.969167443184
chauvinisme_NOM	72	35	./results/chauvinisme_NOM.1987-1988.2005-2006.patterns.d3.csv	72	35	103	38	0.884546257328
cantate_NOM	48	47	./results/cantate_NOM.1987-1988.2005-2006.patterns.d3.csv	45	44	73	69	0.675074410761
indigne_ADJ	433	484	./results/indigne_ADJ.1987-1988.2005-2006.patterns.d3.csv	268	213	246	193	0.935176896729
sclérosant_ADJ	10	6	./results/sclérosant_ADJ.1987-1988.2005-2006.patterns.d3.csv	10	6	12	5	0.115470053838
haut-représentant_NOM	0	12	./results/haut-représentant_NOM.1987-1988.2005-2006.patterns.d3.csv	0	11	0	0	0
pourvoyeur_NOM	125	94	./results/pourvoyeur_NOM.1987-1988.2005-2006.patterns.d3.csv	122	93	134	86	0.973175897895
crépi_NOM	18	6	./results/crépi_NOM.1987-1988.2005-2006.patterns.d3.csv	10	4	16	7	0.453609211627
apiculteur_NOM	23	21	./results/apiculteur_NOM.1987-1988.2005-2006.patterns.d3.csv	23	23	24	42	0.381113430589
élisabéthain_ADJ	31	15	./results/élisabéthain_ADJ.1987-1988.2005-2006.patterns.d3.csv	31	15	39	17	0.566967777376
vigneron_NOM	178	162	./results/vigneron_NOM.1987-1988.2005-2006.patterns.d3.csv	88	156	110	179	0.950008082634
ostensible_ADJ	28	59	./results/ostensible_ADJ.1987-1988.2005-2006.patterns.d3.csv	28	61	36	95	0.468748744138
avenu_ADJ	100	50	./results/avenu_ADJ.1987-1988.2005-2006.patterns.d3.csv	100	50	95	40	0.626137121901
roman_ADJ	5145	5683	./results/roman_ADJ.1987-1988.2005-2006.patterns.d3.csv	257	259	198	213	0.937138409819
cassis_NOM	34	42	./results/cassis_NOM.1987-1988.2005-2006.patterns.d3.csv	11	18	13	9	0.766130877683
canal_NOM	2356	2468	./results/canal_NOM.1987-1988.2005-2006.patterns.d3.csv	1302	683	652	501	0.982708662006
presser_VER	1380	1060	./results/presser_VER.1987-1988.2005-2006.patterns.d3.csv	1144	857	655	538	0.990448224019
grappin_NOM	15	9	./results/grappin_NOM.1987-1988.2005-2006.patterns.d3.csv	14	7	28	15	0.428845013935
extirper_VER	71	82	./results/extirper_VER.1987-1988.2005-2006.patterns.d3.csv	71	82	145	158	0.846412796982
trottinette_NOM	5	9	./results/trottinette_NOM.1987-1988.2005-2006.patterns.d3.csv	5	9	9	9	0.0
portrait_NOM	2010	2482	./results/portrait_NOM.1987-1988.2005-2006.patterns.d3.csv	1701	2057	814	893	0.990784917867
extatique_ADJ	29	38	./results/extatique_ADJ.1987-1988.2005-2006.patterns.d3.csv	29	38	32	47	0.656572521673
post-modern_NOM	4	9	./results/post-modern_NOM.1987-1988.2005-2006.patterns.d3.csv	4	8	7	17	0.0
expiation_NOM	22	15	./results/expiation_NOM.1987-1988.2005-2006.patterns.d3.csv	21	14	34	13	0.826681005088
injuste_ADJ	442	402	./results/injuste_ADJ.1987-1988.2005-2006.patterns.d3.csv	451	405	261	224	0.949796987752
ressasser_VER	104	100	./results/ressasser_VER.1987-1988.2005-2006.patterns.d3.csv	104	100	146	136	0.825853951115
stimulateur_NOM	20	5	./results/stimulateur_NOM.1987-1988.2005-2006.patterns.d3.csv	15	4	15	11	0.0487950036474
entraînement_NOM	2	881	./results/entraînement_NOM.1987-1988.2005-2006.patterns.d3.csv	2	887	2	423	0.291897293234
tenace_ADJ	258	184	./results/tenace_ADJ.1987-1988.2005-2006.patterns.d3.csv	258	181	187	158	0.953127264732
envoûtement_NOM	35	26	./results/envoûtement_NOM.1987-1988.2005-2006.patterns.d3.csv	35	26	53	47	0.781637283558
coulis_NOM	53	43	./results/coulis_NOM.1987-1988.2005-2006.patterns.d3.csv	22	10	21	17	0.848987173507
assurer_VER	12709	11661	./results/assurer_VER.1987-1988.2005-2006.patterns.d3.csv	12874	11772	1897	1697	0.97852329917
aérodynamisme_NOM	17	5	./results/aérodynamisme_NOM.1987-1988.2005-2006.patterns.d3.csv	17	5	22	6	0.218217890236
greffer_VER	215	206	./results/greffer_VER.1987-1988.2005-2006.patterns.d3.csv	218	209	333	327	0.933005902394
zouk_NOM	7	14	./results/zouk_NOM.1987-1988.2005-2006.patterns.d3.csv	3	12	4	11	0.701934021303
corroder_VER	8	11	./results/corroder_VER.1987-1988.2005-2006.patterns.d3.csv	8	11	16	23	0.22360679775
naif_ADJ	249	1	./results/naif_ADJ.1987-1988.2005-2006.patterns.d3.csv	179	0	127	0	0
sentir_VER	4481	3797	./results/sentir_VER.1987-1988.2005-2006.patterns.d3.csv	4531	3825	1186	1071	0.995994783324
préétablir_VER	38	30	./results/préétablir_VER.1987-1988.2005-2006.patterns.d3.csv	38	30	46	36	0.316039814876
inculpation_NOM	1224	207	./results/inculpation_NOM.1987-1988.2005-2006.patterns.d3.csv	1267	211	622	239	0.907046388362
jurançon_NOM	12	3	./results/jurançon_NOM.1987-1988.2005-2006.patterns.d3.csv	9	3	8	5	0.0
régie_NOM	992	339	./results/régie_NOM.1987-1988.2005-2006.patterns.d3.csv	937	273	544	215	0.877193774901
fuchsia_NOM	10	69	./results/fuchsia_NOM.1987-1988.2005-2006.patterns.d3.csv	11	70	15	62	0.0207524268788
justicialiste_ADJ	12	0	./results/justicialiste_ADJ.1987-1988.2005-2006.patterns.d3.csv	11	0	0	0	0
denim_NOM	2	36	./results/denim_NOM.1987-1988.2005-2006.patterns.d3.csv	1	33	1	45	0.0
mono_NOM	50	30	./results/mono_NOM.1987-1988.2005-2006.patterns.d3.csv	9	6	9	6	0.654653670708
moelleux_ADJ	41	62	./results/moelleux_ADJ.1987-1988.2005-2006.patterns.d3.csv	41	62	53	61	0.523701390438
solaire_ADJ	355	651	./results/solaire_ADJ.1987-1988.2005-2006.patterns.d3.csv	363	679	247	334	0.987083157124
arrestation_NOM	1966	1103	./results/arrestation_NOM.1987-1988.2005-2006.patterns.d3.csv	1972	1112	753	473	0.992150261921
égocentrisme_NOM	16	10	./results/égocentrisme_NOM.1987-1988.2005-2006.patterns.d3.csv	16	10	27	11	0.611029645922
drapeau_NOM	1070	854	./results/drapeau_NOM.1987-1988.2005-2006.patterns.d3.csv	988	812	539	534	0.98243504696
homéopathique_ADJ	88	37	./results/homéopathique_ADJ.1987-1988.2005-2006.patterns.d3.csv	90	37	94	51	0.813142819723
symphonique_ADJ	154	183	./results/symphonique_ADJ.1987-1988.2005-2006.patterns.d3.csv	150	182	114	137	0.957437266824
dot_NOM	49	37	./results/dot_NOM.1987-1988.2005-2006.patterns.d3.csv	44	33	67	53	0.786536195544
reclasser_VER	65	55	./results/reclasser_VER.1987-1988.2005-2006.patterns.d3.csv	65	55	109	96	0.73153613551
fox-trot_NOM	5	9	./results/fox-trot_NOM.1987-1988.2005-2006.patterns.d3.csv	6	9	9	5	0.424264068712
doloriste_ADJ	4	11	./results/doloriste_ADJ.1987-1988.2005-2006.patterns.d3.csv	3	11	3	12	0.25264557632
bank_ADJ	603	677	./results/bank_ADJ.1987-1988.2005-2006.patterns.d3.csv	10	3	11	4	0.492067831305
noisette_NOM	55	51	./results/noisette_NOM.1987-1988.2005-2006.patterns.d3.csv	44	45	45	50	0.496786797124
acompte_NOM	82	52	./results/acompte_NOM.1987-1988.2005-2006.patterns.d3.csv	86	53	107	88	0.810461108691
contre-partie_NOM	21	8	./results/contre-partie_NOM.1987-1988.2005-2006.patterns.d3.csv	18	8	26	13	0.670558507473
caution_NOM	460	341	./results/caution_NOM.1987-1988.2005-2006.patterns.d3.csv	447	340	387	320	0.967359330446
supraconducteur_ADJ	103	10	./results/supraconducteur_ADJ.1987-1988.2005-2006.patterns.d3.csv	76	8	124	23	0.625547433118
cannoise_ADJ	16	42	./results/cannoise_ADJ.1987-1988.2005-2006.patterns.d3.csv	15	39	20	48	0.140970968609
révélation_NOM	1014	1064	./results/révélation_NOM.1987-1988.2005-2006.patterns.d3.csv	1021	1065	653	618	0.987531691623
chef-ministre_NOM	23	0	./results/chef-ministre_NOM.1987-1988.2005-2006.patterns.d3.csv	24	0	0	0	0
babiole_NOM	14	8	./results/babiole_NOM.1987-1988.2005-2006.patterns.d3.csv	13	8	18	15	0.222717701594
colombienne_NOM	87	109	./results/colombienne_NOM.1987-1988.2005-2006.patterns.d3.csv	6	9	11	11	0.0
école_NOM	7313	6110	./results/école_NOM.1987-1988.2005-2006.patterns.d3.csv	7649	6305	1461	1328	0.992084337525
